scenario,measure,country,country_name,scenario_short,scenario_label,transition,damage_curve,mitigation_cost,measure_label,oecd_measure_label,category,unit_hint,frequency,year,value,series_code,series_name,source_dataset,source_url,downloaded_at,base_value,annualised_growth_from_base_pct,change_from_base_pct
BAU2,GGFLQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government gross financial liabilities,General government gross financial liabilities as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2025,59.9400590451337,AUS.GGFLQ.BAU2.A,"Australia – General government gross financial liabilities as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GGFLQ..A?observations=1,2026-05-05 18:05:26 AEST,59.9400590451337,,0
BAU2,GGFLQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government gross financial liabilities,General government gross financial liabilities as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2030,64.90362,AUS.GGFLQ.BAU2.A,"Australia – General government gross financial liabilities as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GGFLQ..A?observations=1,2026-05-05 18:05:26 AEST,59.9400590451337,1.6038935397052,8.28087431667166
BAU2,GGFLQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government gross financial liabilities,General government gross financial liabilities as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2050,62.96817,AUS.GGFLQ.BAU2.A,"Australia – General government gross financial liabilities as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GGFLQ..A?observations=1,2026-05-05 18:05:26 AEST,59.9400590451337,0.19733169788565,5.05189851846191
BAU2,GGFLQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government gross financial liabilities,General government gross financial liabilities as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2071,62.72156,AUS.GGFLQ.BAU2.A,"Australia – General government gross financial liabilities as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GGFLQ..A?observations=1,2026-05-05 18:05:26 AEST,59.9400590451337,0.0986577678842693,4.6404708289858
BAU2,GGFLQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government gross financial liabilities,General government gross financial liabilities as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2100,63.11007,AUS.GGFLQ.BAU2.A,"Australia – General government gross financial liabilities as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.GGFLQ..A?observations=1,2026-05-05 18:05:26 AEST,59.9400590451337,0.0687373437070482,5.28863502199646
BAU2,NLGQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2025,-3.99678119491469,AUS.NLGQ.BAU2.A,"Australia – General government net lending as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
BAU2,NLGQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2030,-1.606533,AUS.NLGQ.BAU2.A,"Australia – General government net lending as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
BAU2,NLGQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2050,-1.560612,AUS.NLGQ.BAU2.A,"Australia – General government net lending as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
BAU2,NLGQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2071,-1.47464,AUS.NLGQ.BAU2.A,"Australia – General government net lending as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
BAU2,NLGQ,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2100,-1.29465,AUS.NLGQ.BAU2.A,"Australia – General government net lending as a percentage of GDP – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
BAU2,POPS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Trend total population,Trend total population,Output and population,Persons,A,2025,27599068.3527835,AUS.POPS.BAU2.A,"Australia – Trend total population – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,,0
BAU2,POPS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Trend total population,Trend total population,Output and population,Persons,A,2030,29671669.0897243,AUS.POPS.BAU2.A,"Australia – Trend total population – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.45875083783815,7.50967645156677
BAU2,POPS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Trend total population,Trend total population,Output and population,Persons,A,2050,37787216.828708,AUS.POPS.BAU2.A,"Australia – Trend total population – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.26468575546463,36.9148275068386
BAU2,POPS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Trend total population,Trend total population,Output and population,Persons,A,2071,47474222.9397523,AUS.POPS.BAU2.A,"Australia – Trend total population – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.18612029865806,72.0138605148398
BAU2,POPS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Trend total population,Trend total population,Output and population,Persons,A,2100,62713608.2124454,AUS.POPS.BAU2.A,"Australia – Trend total population – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.10040566965441,127.230888415552
BAU2,POPS_1574,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2025,20427306.6073554,AUS.POPS_1574.BAU2.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,,0
BAU2,POPS_1574,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2030,21810834.1604108,AUS.POPS_1574.BAU2.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.31931235336906,6.77293183897882
BAU2,POPS_1574,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2050,26964745.0990032,AUS.POPS_1574.BAU2.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.11682124362167,32.0034286326021
BAU2,POPS_1574,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2071,33421265.8849402,AUS.POPS_1574.BAU2.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.0760082869762,63.6107320820552
BAU2,POPS_1574,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2100,43054351.2578748,AUS.POPS_1574.BAU2.A,"Australia – Trend working-age population (15 to 74) – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,0.999078778260309,110.768615194584
BAU2,RATE_GGINTP,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2025,3.79090497322675,AUS.RATE_GGINTP.BAU2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,,0
BAU2,RATE_GGINTP,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2030,3.99335,AUS.RATE_GGINTP.BAU2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,1.0459463295762,5.34028228623553
BAU2,RATE_GGINTP,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2050,5.022674,AUS.RATE_GGINTP.BAU2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,1.13178756238155,32.4927434338928
BAU2,RATE_GGINTP,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2071,4.877799,AUS.RATE_GGINTP.BAU2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.549524646888933,28.6710965969718
BAU2,RATE_GGINTP,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2100,4.498845,AUS.RATE_GGINTP.BAU2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.228548678379914,18.6746972496824
BAU2,SHARE_COAL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.273383185961789,AUS.SHARE_COAL.BAU2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,0
BAU2,SHARE_COAL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.239910459966236,AUS.SHARE_COAL.BAU2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,-2.57835094447679,-12.2438861328624
BAU2,SHARE_COAL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.106019555984025,AUS.SHARE_COAL.BAU2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,-3.71811877934518,-61.2194306643118
BAU2,SHARE_COAL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0,AUS.SHARE_COAL.BAU2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
BAU2,SHARE_COAL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0,AUS.SHARE_COAL.BAU2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
BAU2,SHARE_GAS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.274787253049614,AUS.SHARE_GAS.BAU2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,,0
BAU2,SHARE_GAS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.287351056546131,AUS.SHARE_GAS.BAU2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.898159236765661,4.57219298096356
BAU2,SHARE_GAS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.314919748107723,AUS.SHARE_GAS.BAU2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.546772033630627,14.6049333121224
BAU2,SHARE_GAS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.325078872662834,AUS.SHARE_GAS.BAU2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.366039304444721,18.3020205832254
BAU2,SHARE_GAS,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.329140077620245,AUS.SHARE_GAS.BAU2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,0.24093813053605,19.7799657616641
BAU2,SHARE_HYDRO,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0103394635910485,AUS.SHARE_HYDRO.BAU2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,,0
BAU2,SHARE_HYDRO,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0111207881294757,AUS.SHARE_HYDRO.BAU2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,1.46762885826235,7.55672217951076
BAU2,SHARE_HYDRO,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.012389137842807,AUS.SHARE_HYDRO.BAU2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,0.726031390618842,19.8237967928339
BAU2,SHARE_HYDRO,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.0123473540137759,AUS.SHARE_HYDRO.BAU2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,0.386557822655531,19.4196769014763
BAU2,SHARE_HYDRO,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.0119181598470805,AUS.SHARE_HYDRO.BAU2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,0.189639967994326,15.2686475669664
BAU2,SHARE_NUCLEAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0,AUS.SHARE_NUCLEAR.BAU2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
BAU2,SHARE_NUCLEAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0,AUS.SHARE_NUCLEAR.BAU2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
BAU2,SHARE_NUCLEAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0,AUS.SHARE_NUCLEAR.BAU2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
BAU2,SHARE_NUCLEAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0,AUS.SHARE_NUCLEAR.BAU2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
BAU2,SHARE_NUCLEAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0,AUS.SHARE_NUCLEAR.BAU2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
